"filename", "language", "JSON", "UnityShader", "C#", "UnityAssemblyDefinition", "XML", "Python", "JSON with Comments", "reStructuredText", "Shell Script", "Markdown", "Ini", "C", "Properties", "comment", "blank", "total"
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Text.RegularExpressions.4.3.0\ref\netstandard1.6\ru\System.Text.RegularExpressions.xml", "XML", 0, 0, 0, 0, -777, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -777
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Text.RegularExpressions.4.3.0\ref\netstandard1.6\zh-hans\System.Text.RegularExpressions.xml", "XML", 0, 0, 0, 0, -849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -849
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Text.RegularExpressions.4.3.0\ref\netstandard1.6\zh-hant\System.Text.RegularExpressions.xml", "XML", 0, 0, 0, 0, -852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -852
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netcore50\System.Threading.xml", "XML", 0, 0, 0, 0, -1797, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1797
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netcore50\de\System.Threading.xml", "XML", 0, 0, 0, 0, -1799, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1799
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netcore50\es\System.Threading.xml", "XML", 0, 0, 0, 0, -1803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1803
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netcore50\fr\System.Threading.xml", "XML", 0, 0, 0, 0, -1833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1833
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netcore50\it\System.Threading.xml", "XML", 0, 0, 0, 0, -1800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1800
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netcore50\ja\System.Threading.xml", "XML", 0, 0, 0, 0, -1950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1950
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netcore50\ko\System.Threading.xml", "XML", 0, 0, 0, 0, -1952, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1952
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netcore50\ru\System.Threading.xml", "XML", 0, 0, 0, 0, -1761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1761
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netcore50\zh-hans\System.Threading.xml", "XML", 0, 0, 0, 0, -1854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1854
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netcore50\zh-hant\System.Threading.xml", "XML", 0, 0, 0, 0, -1885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1885
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.0\System.Threading.xml", "XML", 0, 0, 0, 0, -1797, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1797
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.0\de\System.Threading.xml", "XML", 0, 0, 0, 0, -1799, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1799
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.0\es\System.Threading.xml", "XML", 0, 0, 0, 0, -1803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1803
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.0\fr\System.Threading.xml", "XML", 0, 0, 0, 0, -1833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1833
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.0\it\System.Threading.xml", "XML", 0, 0, 0, 0, -1800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1800
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.0\ja\System.Threading.xml", "XML", 0, 0, 0, 0, -1950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1950
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.0\ko\System.Threading.xml", "XML", 0, 0, 0, 0, -1952, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1952
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.0\ru\System.Threading.xml", "XML", 0, 0, 0, 0, -1761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1761
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.0\zh-hans\System.Threading.xml", "XML", 0, 0, 0, 0, -1854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1854
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.0\zh-hant\System.Threading.xml", "XML", 0, 0, 0, 0, -1885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1885
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.3\System.Threading.xml", "XML", 0, 0, 0, 0, -1797, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1797
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.3\de\System.Threading.xml", "XML", 0, 0, 0, 0, -1799, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1799
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.3\es\System.Threading.xml", "XML", 0, 0, 0, 0, -1803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1803
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.3\fr\System.Threading.xml", "XML", 0, 0, 0, 0, -1833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1833
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.3\it\System.Threading.xml", "XML", 0, 0, 0, 0, -1800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1800
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.3\ja\System.Threading.xml", "XML", 0, 0, 0, 0, -1950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1950
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.3\ko\System.Threading.xml", "XML", 0, 0, 0, 0, -1952, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1952
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.3\ru\System.Threading.xml", "XML", 0, 0, 0, 0, -1761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1761
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.3\zh-hans\System.Threading.xml", "XML", 0, 0, 0, 0, -1854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1854
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.4.3.0\ref\netstandard1.3\zh-hant\System.Threading.xml", "XML", 0, 0, 0, 0, -1885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1885
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netcore50\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3163
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netcore50\de\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3168
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netcore50\es\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3175
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netcore50\fr\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3309
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netcore50\it\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3172
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netcore50\ja\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3758
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netcore50\ko\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3760
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netcore50\ru\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3156
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netcore50\zh-hans\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3378
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netcore50\zh-hant\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3422
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.0\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3163
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.0\de\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3168
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.0\es\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3175
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.0\fr\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3309
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.0\it\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3172
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.0\ja\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3758
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.0\ko\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3760
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.0\ru\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3156
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.0\zh-hans\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3378
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.0\zh-hant\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3422
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.3\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3163
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.3\de\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3168
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.3\es\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3175
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.3\fr\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3309
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.3\it\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3172
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.3\ja\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3758
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.3\ko\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3760
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.3\ru\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3156
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.3\zh-hans\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3378
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Tasks.4.3.0\ref\netstandard1.3\zh-hant\System.Threading.Tasks.xml", "XML", 0, 0, 0, 0, -3422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3422
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netcore50\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -58
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netcore50\de\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -58
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netcore50\es\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -59
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netcore50\fr\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -59
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netcore50\it\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -58
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netcore50\ja\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -68
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netcore50\ko\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -70
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netcore50\ru\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -58
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netcore50\zh-hans\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -59
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netcore50\zh-hant\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -62
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netstandard1.2\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -58
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netstandard1.2\de\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -58
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netstandard1.2\es\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -59
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netstandard1.2\fr\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -59
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netstandard1.2\it\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -58
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netstandard1.2\ja\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -68
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netstandard1.2\ko\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -70
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netstandard1.2\ru\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -58
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netstandard1.2\zh-hans\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -59
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Threading.Timer.4.3.0\ref\netstandard1.2\zh-hant\System.Threading.Timer.xml", "XML", 0, 0, 0, 0, -62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -62
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netcore50\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2608
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netcore50\de\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2602
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netcore50\es\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2636
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netcore50\fr\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2659
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netcore50\it\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2611
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netcore50\ja\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2897
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netcore50\ko\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2766, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2766
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netcore50\ru\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2600
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netcore50\zh-hans\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2665
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netcore50\zh-hant\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2688
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.0\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2608
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.0\de\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2602
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.0\es\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2636
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.0\fr\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2659
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.0\it\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2611
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.0\ja\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2897
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.0\ko\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2766, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2766
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.0\ru\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2600
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.0\zh-hans\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2665
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.0\zh-hant\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2688
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.3\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2608
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.3\de\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2602
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.3\es\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2636
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.3\fr\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2659
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.3\it\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2611
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.3\ja\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2897
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.3\ko\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2766, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2766
"c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Xml.ReaderWriter.4.3.0\ref\netstandard1.3\ru\System.Xml.ReaderWriter.xml", "XML", 0, 0, 0, 0, -2600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2600
