Date : 2024-12-03 18:22:18
Directory : c:\Users\Torte\Documents\Unity\LogRogue
Total : 2354 files,  2703599 codes, 11408 comments, 24838 blanks, all 2739845 lines

Languages
+-------------------------+------------+------------+------------+------------+------------+
| language                | files      | code       | comment    | blank      | total      |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netcore50\it\System.Collections.xml                                                                 | XML                     |      2,799 |          0 |          0 |      2,799 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netcore50\ja\System.Collections.xml                                                                 | XML                     |      3,346 |          0 |          0 |      3,346 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netcore50\ko\System.Collections.xml                                                                 | XML                     |      3,346 |          0 |          0 |      3,346 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netcore50\ru\System.Collections.xml                                                                 | XML                     |      2,632 |          0 |          0 |      2,632 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netcore50\zh-hans\System.Collections.xml                                                            | XML                     |      2,901 |          0 |          0 |      2,901 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netcore50\zh-hant\System.Collections.xml                                                            | XML                     |      2,943 |          0 |          0 |      2,943 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.0\System.Collections.xml                                                               | XML                     |      2,798 |          0 |          0 |      2,798 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.0\de\System.Collections.xml                                                            | XML                     |      2,796 |          0 |          0 |      2,796 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.0\es\System.Collections.xml                                                            | XML                     |      2,807 |          0 |          0 |      2,807 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.0\fr\System.Collections.xml                                                            | XML                     |      2,893 |          0 |          0 |      2,893 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.0\it\System.Collections.xml                                                            | XML                     |      2,799 |          0 |          0 |      2,799 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.0\ja\System.Collections.xml                                                            | XML                     |      3,346 |          0 |          0 |      3,346 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.0\ko\System.Collections.xml                                                            | XML                     |      3,346 |          0 |          0 |      3,346 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.0\ru\System.Collections.xml                                                            | XML                     |      2,632 |          0 |          0 |      2,632 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.0\zh-hans\System.Collections.xml                                                       | XML                     |      2,901 |          0 |          0 |      2,901 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.0\zh-hant\System.Collections.xml                                                       | XML                     |      2,943 |          0 |          0 |      2,943 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.3\System.Collections.xml                                                               | XML                     |      2,798 |          0 |          0 |      2,798 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.3\de\System.Collections.xml                                                            | XML                     |      2,796 |          0 |          0 |      2,796 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.3\es\System.Collections.xml                                                            | XML                     |      2,807 |          0 |          0 |      2,807 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.3\fr\System.Collections.xml                                                            | XML                     |      2,893 |          0 |          0 |      2,893 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.3\it\System.Collections.xml                                                            | XML                     |      2,799 |          0 |          0 |      2,799 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.3\ja\System.Collections.xml                                                            | XML                     |      3,346 |          0 |          0 |      3,346 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.3\ko\System.Collections.xml                                                            | XML                     |      3,346 |          0 |          0 |      3,346 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.3\ru\System.Collections.xml                                                            | XML                     |      2,632 |          0 |          0 |      2,632 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.3\zh-hans\System.Collections.xml                                                       | XML                     |      2,901 |          0 |          0 |      2,901 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.4.3.0\ref\netstandard1.3\zh-hant\System.Collections.xml                                                       | XML                     |      2,943 |          0 |          0 |      2,943 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netcore50\System.Collections.Concurrent.xml                                              | XML                     |      1,133 |          0 |          0 |      1,133 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netcore50\de\System.Collections.Concurrent.xml                                           | XML                     |      1,153 |          0 |          0 |      1,153 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netcore50\es\System.Collections.Concurrent.xml                                           | XML                     |      1,140 |          0 |          0 |      1,140 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netcore50\fr\System.Collections.Concurrent.xml                                           | XML                     |      1,184 |          0 |          0 |      1,184 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netcore50\it\System.Collections.Concurrent.xml                                           | XML                     |      1,142 |          0 |          0 |      1,142 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netcore50\ja\System.Collections.Concurrent.xml                                           | XML                     |      1,385 |          0 |          0 |      1,385 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netcore50\ko\System.Collections.Concurrent.xml                                           | XML                     |      1,391 |          0 |          0 |      1,391 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netcore50\ru\System.Collections.Concurrent.xml                                           | XML                     |      1,112 |          0 |          0 |      1,112 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netcore50\zh-hans\System.Collections.Concurrent.xml                                      | XML                     |      1,219 |          0 |          0 |      1,219 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netcore50\zh-hant\System.Collections.Concurrent.xml                                      | XML                     |      1,250 |          0 |          0 |      1,250 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.1\System.Collections.Concurrent.xml                                         | XML                     |      1,133 |          0 |          0 |      1,133 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.1\de\System.Collections.Concurrent.xml                                      | XML                     |      1,153 |          0 |          0 |      1,153 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.1\es\System.Collections.Concurrent.xml                                      | XML                     |      1,140 |          0 |          0 |      1,140 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.1\fr\System.Collections.Concurrent.xml                                      | XML                     |      1,184 |          0 |          0 |      1,184 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.1\it\System.Collections.Concurrent.xml                                      | XML                     |      1,142 |          0 |          0 |      1,142 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.1\ja\System.Collections.Concurrent.xml                                      | XML                     |      1,385 |          0 |          0 |      1,385 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.1\ko\System.Collections.Concurrent.xml                                      | XML                     |      1,391 |          0 |          0 |      1,391 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.1\ru\System.Collections.Concurrent.xml                                      | XML                     |      1,112 |          0 |          0 |      1,112 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.1\zh-hans\System.Collections.Concurrent.xml                                 | XML                     |      1,219 |          0 |          0 |      1,219 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.1\zh-hant\System.Collections.Concurrent.xml                                 | XML                     |      1,250 |          0 |          0 |      1,250 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.3\System.Collections.Concurrent.xml                                         | XML                     |      1,133 |          0 |          0 |      1,133 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.3\de\System.Collections.Concurrent.xml                                      | XML                     |      1,153 |          0 |          0 |      1,153 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.3\es\System.Collections.Concurrent.xml                                      | XML                     |      1,140 |          0 |          0 |      1,140 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.3\fr\System.Collections.Concurrent.xml                                      | XML                     |      1,184 |          0 |          0 |      1,184 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.3\it\System.Collections.Concurrent.xml                                      | XML                     |      1,142 |          0 |          0 |      1,142 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.3\ja\System.Collections.Concurrent.xml                                      | XML                     |      1,385 |          0 |          0 |      1,385 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.3\ko\System.Collections.Concurrent.xml                                      | XML                     |      1,391 |          0 |          0 |      1,391 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.3\ru\System.Collections.Concurrent.xml                                      | XML                     |      1,112 |          0 |          0 |      1,112 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.3\zh-hans\System.Collections.Concurrent.xml                                 | XML                     |      1,219 |          0 |          0 |      1,219 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Collections.Concurrent.4.3.0\ref\netstandard1.3\zh-hant\System.Collections.Concurrent.xml                                 | XML                     |      1,250 |          0 |          0 |      1,250 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Console.4.3.0\ref\netstandard1.3\System.Console.xml                                                                       | XML                     |        469 |          0 |          0 |        469 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Console.4.3.0\ref\netstandard1.3\de\System.Console.xml                                                                    | XML                     |        467 |          0 |          0 |        467 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Console.4.3.0\ref\netstandard1.3\es\System.Console.xml                                                                    | XML                     |        458 |          0 |          0 |        458 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Console.4.3.0\ref\netstandard1.3\fr\System.Console.xml                                                                    | XML                     |        473 |          0 |          0 |        473 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Console.4.3.0\ref\netstandard1.3\it\System.Console.xml                                                                    | XML                     |        467 |          0 |          0 |        467 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Console.4.3.0\ref\netstandard1.3\ja\System.Console.xml                                                                    | XML                     |        499 |          0 |          0 |        499 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Console.4.3.0\ref\netstandard1.3\ko\System.Console.xml                                                                    | XML                     |        502 |          0 |          0 |        502 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Console.4.3.0\ref\netstandard1.3\ru\System.Console.xml                                                                    | XML                     |        452 |          0 |          0 |        452 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Console.4.3.0\ref\netstandard1.3\zh-hans\System.Console.xml                                                               | XML                     |        481 |          0 |          0 |        481 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Console.4.3.0\ref\netstandard1.3\zh-hant\System.Console.xml                                                               | XML                     |        486 |          0 |          0 |        486 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netcore50\System.Diagnostics.Debug.xml                                                        | XML                     |        374 |          0 |          0 |        374 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netcore50\de\System.Diagnostics.Debug.xml                                                     | XML                     |        376 |          0 |          0 |        376 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netcore50\es\System.Diagnostics.Debug.xml                                                     | XML                     |        372 |          0 |          0 |        372 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netcore50\fr\System.Diagnostics.Debug.xml                                                     | XML                     |        376 |          0 |          0 |        376 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netcore50\it\System.Diagnostics.Debug.xml                                                     | XML                     |        376 |          0 |          0 |        376 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netcore50\ja\System.Diagnostics.Debug.xml                                                     | XML                     |        388 |          0 |          0 |        388 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netcore50\ko\System.Diagnostics.Debug.xml                                                     | XML                     |        406 |          0 |          0 |        406 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netcore50\ru\System.Diagnostics.Debug.xml                                                     | XML                     |        370 |          0 |          0 |        370 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netcore50\zh-hans\System.Diagnostics.Debug.xml                                                | XML                     |        376 |          0 |          0 |        376 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netcore50\zh-hant\System.Diagnostics.Debug.xml                                                | XML                     |        376 |          0 |          0 |        376 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.0\System.Diagnostics.Debug.xml                                                   | XML                     |        374 |          0 |          0 |        374 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.0\de\System.Diagnostics.Debug.xml                                                | XML                     |        376 |          0 |          0 |        376 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.0\es\System.Diagnostics.Debug.xml                                                | XML                     |        372 |          0 |          0 |        372 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.0\fr\System.Diagnostics.Debug.xml                                                | XML                     |        376 |          0 |          0 |        376 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.0\it\System.Diagnostics.Debug.xml                                                | XML                     |        376 |          0 |          0 |        376 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.0\ja\System.Diagnostics.Debug.xml                                                | XML                     |        388 |          0 |          0 |        388 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.0\ko\System.Diagnostics.Debug.xml                                                | XML                     |        406 |          0 |          0 |        406 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.0\ru\System.Diagnostics.Debug.xml                                                | XML                     |        370 |          0 |          0 |        370 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.0\zh-hans\System.Diagnostics.Debug.xml                                           | XML                     |        376 |          0 |          0 |        376 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.0\zh-hant\System.Diagnostics.Debug.xml                                           | XML                     |        376 |          0 |          0 |        376 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.3\System.Diagnostics.Debug.xml                                                   | XML                     |        374 |          0 |          0 |        374 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.3\de\System.Diagnostics.Debug.xml                                                | XML                     |        376 |          0 |          0 |        376 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.3\es\System.Diagnostics.Debug.xml                                                | XML                     |        372 |          0 |          0 |        372 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.3\fr\System.Diagnostics.Debug.xml                                                | XML                     |        376 |          0 |          0 |        376 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.3\it\System.Diagnostics.Debug.xml                                                | XML                     |        376 |          0 |          0 |        376 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.3\ja\System.Diagnostics.Debug.xml                                                | XML                     |        388 |          0 |          0 |        388 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.3\ko\System.Diagnostics.Debug.xml                                                | XML                     |        406 |          0 |          0 |        406 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.3\ru\System.Diagnostics.Debug.xml                                                | XML                     |        370 |          0 |          0 |        370 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.3\zh-hans\System.Diagnostics.Debug.xml                                           | XML                     |        376 |          0 |          0 |        376 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Debug.4.3.0\ref\netstandard1.3\zh-hant\System.Diagnostics.Debug.xml                                           | XML                     |        376 |          0 |          0 |        376 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.DiagnosticSource.4.3.0\lib\net46\System.Diagnostics.DiagnosticSource.xml                                      | XML                     |        424 |          0 |         41 |        465 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.DiagnosticSource.4.3.0\lib\netstandard1.1\System.Diagnostics.DiagnosticSource.xml                             | XML                     |        388 |          0 |         41 |        429 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.DiagnosticSource.4.3.0\lib\netstandard1.3\System.Diagnostics.DiagnosticSource.xml                             | XML                     |        424 |          0 |         41 |        465 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.DiagnosticSource.4.3.0\lib\portable-net45+win8+wpa81\System.Diagnostics.DiagnosticSource.xml                  | XML                     |        388 |          0 |         41 |        429 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netcore50\System.Diagnostics.Tools.xml                                                        | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netcore50\de\System.Diagnostics.Tools.xml                                                     | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netcore50\es\System.Diagnostics.Tools.xml                                                     | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netcore50\fr\System.Diagnostics.Tools.xml                                                     | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netcore50\it\System.Diagnostics.Tools.xml                                                     | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netcore50\ja\System.Diagnostics.Tools.xml                                                     | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netcore50\ko\System.Diagnostics.Tools.xml                                                     | XML                     |         57 |          0 |          0 |         57 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netcore50\ru\System.Diagnostics.Tools.xml                                                     | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netcore50\zh-hans\System.Diagnostics.Tools.xml                                                | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netcore50\zh-hant\System.Diagnostics.Tools.xml                                                | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netstandard1.0\System.Diagnostics.Tools.xml                                                   | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netstandard1.0\de\System.Diagnostics.Tools.xml                                                | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netstandard1.0\es\System.Diagnostics.Tools.xml                                                | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netstandard1.0\fr\System.Diagnostics.Tools.xml                                                | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netstandard1.0\it\System.Diagnostics.Tools.xml                                                | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netstandard1.0\ja\System.Diagnostics.Tools.xml                                                | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netstandard1.0\ko\System.Diagnostics.Tools.xml                                                | XML                     |         57 |          0 |          0 |         57 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netstandard1.0\ru\System.Diagnostics.Tools.xml                                                | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netstandard1.0\zh-hans\System.Diagnostics.Tools.xml                                           | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tools.4.3.0\ref\netstandard1.0\zh-hant\System.Diagnostics.Tools.xml                                           | XML                     |         56 |          0 |          0 |         56 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netcore50\System.Diagnostics.Tracing.xml                                                    | XML                     |        810 |          0 |          0 |        810 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netcore50\de\System.Diagnostics.Tracing.xml                                                 | XML                     |        804 |          0 |          0 |        804 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netcore50\es\System.Diagnostics.Tracing.xml                                                 | XML                     |        804 |          0 |          0 |        804 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netcore50\fr\System.Diagnostics.Tracing.xml                                                 | XML                     |        804 |          0 |          0 |        804 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netcore50\it\System.Diagnostics.Tracing.xml                                                 | XML                     |        804 |          0 |          0 |        804 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netcore50\ja\System.Diagnostics.Tracing.xml                                                 | XML                     |        834 |          0 |          0 |        834 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netcore50\ko\System.Diagnostics.Tracing.xml                                                 | XML                     |        832 |          0 |          0 |        832 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netcore50\ru\System.Diagnostics.Tracing.xml                                                 | XML                     |        805 |          0 |          0 |        805 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netcore50\zh-hans\System.Diagnostics.Tracing.xml                                            | XML                     |        806 |          0 |          0 |        806 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netcore50\zh-hant\System.Diagnostics.Tracing.xml                                            | XML                     |        806 |          0 |          0 |        806 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netstandard1.1\System.Diagnostics.Tracing.xml                                               | XML                     |        810 |          0 |          0 |        810 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netstandard1.1\de\System.Diagnostics.Tracing.xml                                            | XML                     |        804 |          0 |          0 |        804 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netstandard1.1\es\System.Diagnostics.Tracing.xml                                            | XML                     |        804 |          0 |          0 |        804 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netstandard1.1\fr\System.Diagnostics.Tracing.xml                                            | XML                     |        804 |          0 |          0 |        804 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netstandard1.1\it\System.Diagnostics.Tracing.xml                                            | XML                     |        804 |          0 |          0 |        804 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netstandard1.1\ja\System.Diagnostics.Tracing.xml                                            | XML                     |        834 |          0 |          0 |        834 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netstandard1.1\ko\System.Diagnostics.Tracing.xml                                            | XML                     |        832 |          0 |          0 |        832 |
| c:\Users\Torte\Documents\Unity\LogRogue\Packages\System.Diagnostics.Tracing.4.3.0\ref\netstandard1.1\ru\System.Diagnostics.Tracing.xml                                            | XML                     |        805 |          0 |          0 |        805 |
